flow_duration,total_fwd_packets,total_backward_packets,max_packet_length,average_packet_size,active_mean,label
1,2,0,265,397.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
62,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
6,2,0,229,343.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,319,478.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
78,2,0,247,370.5,0,Portmap
49,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
24,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,121,181.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
51,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,355,532.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
45,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
11,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,355,532.5,0,Portmap
1,2,0,229,343.5,0,Portmap
45,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,319,478.5,0,Portmap
0,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
49,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
77,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
52,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
51,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
55,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,265,397.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,283,424.5,0,Portmap
46,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
39,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
49,2,0,247,370.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
3,2,0,520,780,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,520,780,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
45,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,265,397.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
39,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
47,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
0,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
51,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,520,780,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,247,370.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
49,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,247,370.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
49,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
2,2,0,211,316.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,283,424.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
3,2,0,628,942,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,211,316.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
47,2,0,247,370.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
45,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
46,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,211,316.5,0,Portmap
25,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
3,2,0,548,822,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
